id,name,tags,ingredients,ingredients_quantity,processed_ingredients
1234,Minestrone estivo,"['Piatto da preparare', 'Vegano', 'Vegetariano', 'Primo']","Formaggio Grattugiato Fresco, Olio extra vergine di oliva, Dado vegetale fatto da noi, Verdure per minestrone estivo","5gr, 5ml, 10gr, 200gr","formaggio, olio oliva, dado vegetale, verdure minestrone estivo"
614,Mozzarella di bufala  ripiena,"['Piatto da preparare', 'Vegetariano', 'Salumi e Formaggi', 'Antipasto']","Pomodori ciliegini lavati, Olio extra vergine di oliva, Basilico Italia, Sale marino fino iodato, Mozzarella di bufala 125 gr, Origano essiccato","30gr, 1ml, 1gr, 1gr, 1unit, 1gr","pomodori ciliegini, olio oliva, basilico, sale, mozzarella bufala, origano"
1168,"Muffin salati con porri, speck e zola","['Piatto da preparare', 'Antipasto']","Pirottini, Gorgonzola dop cubetti, Speck julienne, Lievito biologico per dolci a base di cremor tartaro  senza fosfati, Porro a rondelle, Latte Uht parzialmente scremato, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A, Farina di grano tenero ""00""","4unit, 80gr, 50gr, 1unit, 40gr, 70ml, 1unit, 100gr","pirottini, gorgonzola, speck, lievito dolci base cremor tartaro fosfati, porro, latte, uova all'aperto ogm, , farina grano"
432,Omelette con prosciutto e formaggio,"['Carne', 'Piatto da preparare', 'Secondo']","Uova da galline allevate all'aperto senza OGM - Italia  CAT. A, Sale marino fino iodato, Prosciutto cotto, Fettine di caciocavallo dop Silano, Formaggio grattugiato fresco","2unit, 2gr, 50gr, 40gr, 5gr","uova all'aperto ogm, , sale, prosciutto cotto, caciocavallo silano, formaggio"
1357,Omelette con zucchine e formaggio,"['Piatto da preparare', 'Vegetariano', 'Secondo']","Zucchine grigliate, Sale marino fino iodato, Formaggio grattugiato fresco, Fettine di caciocavallo dop Silano, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A","60gr, 2gr, 5gr, 40gr, 2unit","zucchine grigliate, sale, formaggio, caciocavallo silano, uova all'aperto ogm, "
860,Orecchiette fresche con broccoli e acciughe,"['Piatto da preparare', 'Vegetariano', 'Primo']","Acciughe in olio di girasole, Orecchiette fresche, Aglio a fette, Olio extra vergine di oliva, Sale marino  grosso iodato, Rosette di broccoli freschi","5gr, 90gr, 2gr, 5ml, 8gr, 130gr","acciughe olio girasole, orecchiette, aglio, olio oliva, sale, broccoli"
868,Orecchiette fresche con broccoli e guanciale,"['Carne', 'Piatto da preparare', 'Primo']","Guanciale cubettato, Aglio a fette, Olio extra vergine di oliva, Sale marino  grosso iodato, Rosette di broccoli freschi, Orecchiette fresche","30gr, 2gr, 5ml, 8gr, 130gr, 90gr","guanciale, aglio, olio oliva, sale, broccoli, orecchiette"
424,Orecchiette fresche con ciliegini e julienne di formaggio stagionato,"['Piatto da preparare', 'Vegetariano', 'Primo']","Orecchiette fresche, Olio extra vergine di oliva, Sale marino  grosso iodato, Sale marino fino iodato, Basilico Italia, Pomodori ciliegini lavati, Formaggio stagionato  julienne","100gr, 10ml, 9gr, 1gr, 1gr, 80gr, 15gr","orecchiette, olio oliva, sale, sale, basilico, pomodori ciliegini, formaggio"
802,"Orecchiette fresche con pesto, datterini e stracciatella","['Piatto da preparare', 'Vegetariano', 'Novità e scelti per te', 'Primo']","Stracciatella Artigianale, Orecchiette fresche, Sale marino  grosso iodato, Pesto artigianale, Pomodori datterini","50gr, 80gr, 9gr, 15gr, 60gr","stracciatella, orecchiette, sale, pesto, pomodori"
191,Ossobuco alla milanese,"['Carne', 'Piatto da preparare', 'Secondo']","Farina di grano tenero ""00"", Granarolo burro italiano 200 g, Ossobuco di vitello, Verdure per brodo vegetale, Cipolla tritata, Gremolada","20gr, 10gr, 300gr, 62gr, 10gr, 10gr","farina grano, burro, ossobuco vitello, verdure brodo vegetale, cipolla, gremolada"
560,Paccheri con spada fresco e datterini,"['Piatto da preparare', 'Pesce', 'Primo']","Sale marino fino iodato, Paccheri, Olio extra vergine di oliva, Sale marino  grosso iodato, Aglio a fette, Basilico Italia, Pepe nero macinato, Pomodori datterini lavati, Cubetti di pesce spada","2gr, 90gr, 5ml, 9gr, 2gr, 2gr, 1gr, 80gr, 50gr","sale, paccheri, olio oliva, sale, aglio, basilico, pepe, pomodori, pesce spada"
1433,Padellata di peperoni e cipolle,"['Piatto da preparare', 'Vegano', 'Vegetariano', 'Novità e scelti per te', 'Contorno']","Cipolla affettata, Capperi 11/13 sale, Sale marino fino iodato, Olio extra vergine di oliva, Peperoni tagliati a filetti","75gr, 10gr, 2gr, 5ml, 200gr","cipolla, capperi sale, sale, olio oliva, peperoni tagliati filetti"
183,Paillard di vitello ai ferri,"['Carne', 'Piatto da preparare', 'Secondo']","Olio extra vergine di oliva, Sale marino fino iodato, Fettina di fesa di vitello per paillard","5ml, 2gr, 120gr","olio oliva, sale, fesa vitello paillard"
1016,Panino Hamburger,"['Carne', 'Piatto da preparare', 'Pizze e panini']","Hamburger di manzo da 100 g, Cipolla affettata, Pomodoro cuore di bue a fette, Insalata novella, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A, Bacon, Melanzane grigliate, Pane per hambuger al sesamo, Zucchine grigliate, Peperoni cotti al forno senza pelle, Fettine di caciocavallo dop Silano","100gr, 20gr, 60gr, 5gr, 1unit, 20gr, 30gr, 1unit, 30gr, 30gr, 20gr","hamburger manzo, cipolla, pomodoro bue, novella, uova all'aperto ogm, , bacon, melanzane grigliate, pane hambuger sesamo, zucchine grigliate, peperoni, caciocavallo silano"
1167,Panino hamburger di tonno fresco,"['Piatto da preparare', 'Pesce', 'Pizze e panini']","Tonno pinne gialle tritato a coltello, Cipolla affettata, Pomodoro cuore di bue a fette, Pane per hambuger al sesamo, Peperoni cotti al forno senza pelle, Melanzane grigliate, Zucchine grigliate, Olio extra vergine di oliva, Pepe nero macinato, Sale marino fino iodato, Erba cipollina, Pesto artigianale","100gr, 20gr, 60gr, 1unit, 30gr, 30gr, 30gr, 5ml, 2gr, 2gr, 2gr, 15gr","tonno, cipolla, pomodoro bue, pane hambuger sesamo, peperoni, melanzane grigliate, zucchine grigliate, olio oliva, pepe, sale, erba cipollina, pesto"
1125,Panino hamburger vegetariano,"['Piatto da preparare', 'Vegetariano', 'Pizze e panini']","Cipolla affettata, Pomodoro cuore di bue a fette, Insalata novella, Melanzane grigliate, Zucchine grigliate, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A, Peperoni cotti al forno senza pelle, Fettine di caciocavallo dop Silano, Preparato per hamburger e polpette di legumi al curry, Pane per hambuger al sesamo","20gr, 60gr, 5gr, 30gr, 30gr, 1unit, 30gr, 20gr, 170gr, 1unit","cipolla, pomodoro bue, novella, melanzane grigliate, zucchine grigliate, uova all'aperto ogm, , peperoni, caciocavallo silano, hamburger polpette legumi curry, pane hambuger sesamo"
1370,Panino P&S,"['Carne', 'Piatto da preparare', 'Schiscetta', 'Pizze e panini', 'Piatti estivi']","Ciabattina di semola di grano duro, Pomodoro cuore di bue a fette, Stracciatella Artigianale, Pastrami","1unit, 60gr, 60gr, 60gr","ciabattina semola grano duro, pomodoro bue, stracciatella, pastrami"
1722,Panzanella planeat,"['Piatto da preparare', 'Vegetariano', 'Secondo']","Sale marino fino iodato, Olio extra vergine di oliva, Basilico Italia, Feta cubettata, Crostini all'olio di oliva, Preparato  per panzanella","1gr, 5ml, 2gr, 40gr, 0.4unit, 100gr","sale, olio oliva, basilico, feta, crostini all'olio oliva, panzanella"
616,Pasta con pesto di melanzane,"['Piatto da preparare', 'Primo']","Sale marino fino iodato, Olio extra vergine di oliva, Pinoli, Pecorino romano grattugiato, Menta, Aglio a fette, Melanzane cubettate, Farfalle","1gr, 1ml, 1gr, 1gr, 1gr, 1gr, 1gr, 1gr","sale, olio oliva, pinoli, pecorino, menta, aglio, melanzane, farfalle"
621,"Pasta con pesto, patate e fagiolini","['Piatto da preparare', 'Primo']","Sale marino fino iodato, Olio extra vergine di oliva, Parmigiano Reggiano, Pinoli, Basilico Italia, Patate cubettate, Fagiolini freschi mondati e lavati, Mezze penne","1gr, 1ml, 1gr, 1gr, 1gr, 1gr, 1gr, 1gr","sale, olio oliva, parmigiano reggiano, pinoli, basilico, te, fagiolini, mezze penne"
223,Pasta e ceci,"['Piatto da preparare', 'Vegano', 'Vegetariano', 'Primo']","Ditalini rigati, Olio extra vergine di oliva, Sale marino  grosso iodato, Ceci cotti, Trito per soffritto, Rosmarino fresco, Formaggio Grattugiato Fresco","40gr, 20ml, 4gr, 150gr, 20gr, 2gr, 5gr","ditalini rigati, olio oliva, sale, ceci, trito soffritto, rosmarino, formaggio"
221,Pasta e fagioli,"['Piatto da preparare', 'Vegano', 'Vegetariano', 'Primo']","Rosmarino fresco, Olio extra vergine di oliva, Sale marino  grosso iodato, Fagioli lamon lessi, Trito per soffritto, Ditalini rigati, Formaggio Grattugiato Fresco","2gr, 20ml, 4gr, 150gr, 20gr, 40gr, 5gr","rosmarino, olio oliva, sale, fagioli lamon lessi, trito soffritto, ditalini rigati, formaggio"
633,Pasta estiva,"['Piatto da preparare', 'Vegano', 'Vegetariano', 'Primo']","Pepe nero macinato, Sale marino fino iodato, Sale marino  grosso iodato, Olio extra vergine di oliva, Aglio, Spaghetti, Limone da spremere (1 limone contiene circa 40ml di succo), Prezzemolo Italia, Pomodoro marmara verde Sardegna lavato","1gr, 5gr, 9gr, 9ml, 3gr, 90gr, 20ml, 2gr, 1gr","pepe, sale, sale, olio oliva, aglio, spaghetti, limone limone, prezzemolo, pomodoro marmara"
623,Pasta fredda con melanzane e mozzarella,"['Piatto da preparare', 'Vegetariano', 'Primo']","Sale marino fino iodato, Olio extra vergine di oliva, Olive taggiasche, Menta, Aglio, Pomodori ciliegini lavati, Melanzane cubettate, Fusilli","1gr, 1ml, 1gr, 1gr, 1gr, 1gr, 1gr, 1gr","sale, olio oliva, olive, menta, aglio, pomodori ciliegini, melanzane, fusilli"
57,Patate al forno,"['Piatto da preparare', 'Vegano', 'Vegetariano', 'Contorno']","Olio extra vergine di oliva, Sale marino fino iodato, Patate cubettate, Rosmarino fresco","6ml, 2gr, 200gr, 2gr","olio oliva, sale, te, rosmarino"
59,Patate lesse prezzemolate,"['Piatto da preparare', 'Vegano', 'Vegetariano', 'Contorno']","Olio extra vergine di oliva, Sale marino  grosso iodato, Patate cubettate, Prezzemolo Italia","5ml, 1.5gr, 150gr, 2gr","olio oliva, sale, te, prezzemolo"
344,Patate sautè,"['Piatto da preparare', 'Vegetariano', 'Contorno']","Olio extra vergine di oliva, Patate rondelle, Rosmarino fresco, Sale marino fino iodato, Granarolo burro italiano 200 g","5ml, 150gr, 2gr, 5gr, 5gr","olio oliva, te, rosmarino, sale, burro"
10,Pennette all'amatriciana,"['Carne', 'Piatto da preparare', 'Primo']","Sale marino  grosso iodato, Sale marino fino iodato, Pepe nero macinato, Olio extra vergine di oliva, Pennette, Passata di pomodoro, Guanciale cubettato, Cipolla affettata, Formaggio Grattugiato Fresco","9gr, 1gr, 1gr, 5ml, 90gr, 100gr, 30gr, 5gr, 5gr","sale, sale, pepe, olio oliva, pennette, pomodoro, guanciale, cipolla, formaggio"
427,Pennette capperi e olive,"['Piatto da preparare', 'Vegano', 'Vegetariano', 'Primo']","Prezzemolo Italia, Pennette, Passata di pomodoro, Olio extra vergine di oliva, Sale marino  grosso iodato, Sale marino fino iodato, Capperi e olive taggiasche, Cipolla tritata, Formaggio Grattugiato Fresco","1gr, 90gr, 100gr, 5ml, 9gr, 1gr, 20gr, 5gr, 5gr","prezzemolo, pennette, pomodoro, olio oliva, sale, sale, capperi olive, cipolla, formaggio"
1429,Pennette con ragù di lenticchie,"['Piatto da preparare', 'Vegano', 'Vegetariano', 'Novità e scelti per te', 'Primo']","Pennette, Sale marino  grosso iodato, Sale marino fino iodato, Olio extra vergine di oliva, Trito per soffritto, Passata di pomodoro, Lenticchie lesse","90gr, 8gr, 1gr, 3ml, 5gr, 45gr, 60gr","pennette, sale, sale, olio oliva, trito soffritto, pomodoro, lenticchie lesse"
937,Pennette quadrate al salmone,"['Piatto da preparare', 'Pesce', 'Primo']","Prezzemolo Italia, Olio extra vergine di oliva, Sale marino  grosso iodato, Salmone affumicato julienne, Panna da cucina, Pennette quadrate","2gr, 5ml, 9gr, 30gr, 80ml, 90gr","prezzemolo, olio oliva, sale, salmone, panna, pennette quadrate"
1620,Pennette quadrate con tonno e olive verdi,"['Piatto da preparare', 'Novità e scelti per te', 'Primo']","Origano essiccato, Sale marino  grosso iodato, Cipolla  rossa affettata, Olive verdi a rondelle, Tonno in olio di semi di girasole, Pennette quadrate","0.2gr, 9gr, 25gr, 10gr, 45gr, 80gr","origano, sale, cipolla, olive verdi, tonno olio semi girasole, pennette quadrate"
152,Pennette speck e zafferano,"['Carne', 'Piatto da preparare', 'Primo']","Sale marino  grosso iodato, Olio extra vergine di oliva, Zafferano fili, Panna da cucina, Pennette, Speck julienne, Formaggio Grattugiato Fresco","9gr, 5ml, 0.05unit, 80ml, 90gr, 20gr, 5gr","sale, olio oliva, zafferano, panna, pennette, speck, formaggio"
1179,Pinzimonio,"['Piatto da preparare', 'Contorno', 'Antipasto', 'Piatti estivi']","Finocchio a spicchi, Limone da spremere (1 limone contiene circa 40ml di succo), Peperone bastoncino, Sedano mondato, Sale marino fino iodato, Olio extra vergine di oliva, Bastoncini di carote lavati e mondati","40gr, 5ml, 40gr, 40gr, 1gr, 20ml, 40gr","finocchio spicchi, limone limone, peperone bastoncino, sedano, sale, olio oliva, carote"
705,Pizza ai 4 formaggi,"['Piatto da preparare', 'Vegetariano', 'Pizze e panini']","Stracchino alta qualità, Scaglie di formaggio stagionato, Gorgonzola dop cubetti, Sale marino fino iodato, Olio extra vergine di oliva, Mozzarella julienne, Passata di pomodoro, Pasta per pizza","25gr, 25gr, 25gr, 5gr, 10ml, 40gr, 120gr, 250gr","stracchino alta qualità, formaggio, gorgonzola, sale, olio oliva, mozzarella, pomodoro, pasta pizza"
396,Pizza al prosciutto cotto,"['Carne', 'Piatto da preparare', 'Pizze e panini']","Pasta per pizza, Passata di pomodoro, Mozzarella julienne, Olio extra vergine di oliva, Sale marino fino iodato, Origano essiccato, Prosciutto cotto affettato","250gr, 130gr, 75gr, 10ml, 5gr, 1gr, 60gr","pasta pizza, pomodoro, mozzarella, olio oliva, sale, origano, prosciutto cotto"
727,"Pizza bianca con mozzarella, pomodori e rucola","['Piatto da preparare', 'Vegetariano', 'Pizze e panini']","Rucola, Mozzarella julienne, Pomodori ciliegini, Pasta per pizza","1gr, 75gr, 75gr, 250gr","rucola, mozzarella, pomodori ciliegini, pasta pizza"
726,"Pizza bianca con stracciatella, crudo, pomodori e rucola","['Carne', 'Piatto da preparare', 'Pizze e panini']","Passata di pomodoro, Olio extra vergine di oliva, Stracciatella Artigianale, Rucola, Prosciutto crudo di Parma  affettato, Pomodori ciliegini, Pasta per pizza","130gr, 5ml, 80gr, 10gr, 50gr, 75gr, 250gr","pomodoro, olio oliva, stracciatella, rucola, prosciutto crudo, pomodori ciliegini, pasta pizza"
714,Pizza bianca fai da te,"['Piatto da preparare', 'Vegetariano', 'Pizze e panini']","Burratina fiordilatte 125 gr, Cipolla affettata, Aglio a fette, Olive taggiasche, Pomodori ciliegini, Stracchino alta qualità 100g, Stracciatella Artigianale, Melanzane, Peperoni tagliati a filetti, Zucchine a fette, Rucola, Bresaola punta d'anca, Prosciutto crudo di Parma  affettato, Prosciutto cotto affettato, Scaglie di formaggio stagionato, Mozzarella di bufala 125 gr, Mozzarella Accadì senza lattosio 100g, Gorgonzola dop cubetti, Mozzarella julienne, Pasta per pizza","1unit, 1gr, 1gr, 1gr, 1gr, 1unit, 1gr, 1gr, 1gr, 1gr, 1gr, 1gr, 1gr, 1gr, 1gr, 1unit, 1unit, 1gr, 1gr, 250gr","burratina fiordilatte, cipolla, aglio, olive, pomodori ciliegini, stracchino alta qualità, stracciatella, melanzane, peperoni tagliati filetti, zucchine, rucola, bresaola, prosciutto crudo, prosciutto cotto, formaggio, mozzarella bufala, mozzarella lattosio, gorgonzola, mozzarella, pasta pizza"
725,Pizza bianca gorgonzola e cipolle,"['Piatto da preparare', 'Vegetariano', 'Pizze e panini']","Passata di pomodoro, Olio extra vergine di oliva, Cipolla affettata, Gorgonzola dop cubetti, Pasta per pizza","130gr, 5ml, 50gr, 100gr, 250gr","pomodoro, olio oliva, cipolla, gorgonzola, pasta pizza"
710,Pizza bufala e pomodorini,"['Piatto da preparare', 'Vegetariano', 'Pizze e panini']","Mozzarella di bufala a fette, Pomodori ciliegini, Origano essiccato, Sale marino fino iodato, Olio extra vergine di oliva, Passata di pomodoro, Pasta per pizza","100gr, 50gr, 1gr, 5gr, 10ml, 120gr, 250gr","mozzarella bufala, pomodori ciliegini, origano, sale, olio oliva, pomodoro, pasta pizza"
724,Pizza cotto e olive,"['Piatto da preparare', 'Pizze e panini']","Olive taggiasche, Origano essiccato, Sale marino fino iodato, Olio extra vergine di oliva, Prosciutto cotto affettato, Mozzarella julienne, Passata di pomodoro, Pasta per pizza","20gr, 1gr, 5gr, 10ml, 50gr, 75gr, 130gr, 250gr","olive, origano, sale, olio oliva, prosciutto cotto, mozzarella, pomodoro, pasta pizza"
703,"Pizza crudo, burrata, pomodori e rucola","['Piatto da preparare', 'Pizze e panini']","Burratina fiordilatte 125 gr, Rucola, Pomodori ciliegini, Sale marino fino iodato, Olio extra vergine di oliva, Prosciutto crudo di Parma  affettato, Passata di pomodoro, Pasta per pizza","1unit, 1gr, 75gr, 5gr, 10ml, 50gr, 150gr, 250gr","burratina fiordilatte, rucola, pomodori ciliegini, sale, olio oliva, prosciutto crudo, pomodoro, pasta pizza"
702,Pizza crudo e scaglie di formaggio stagionato,"['Piatto da preparare', 'Pizze e panini']","Prosciutto crudo di Parma  affettato, Scaglie di formaggio stagionato, Sale marino fino iodato, Olio extra vergine di oliva, Mozzarella julienne, Passata di pomodoro, Pasta per pizza","50gr, 20gr, 5gr, 10ml, 75gr, 130gr, 250gr","prosciutto crudo, formaggio, sale, olio oliva, mozzarella, pomodoro, pasta pizza"
391,Pizza margherita,"['Piatto da preparare', 'Vegano', 'Vegetariano', 'Pizze e panini']","Pasta per pizza, Olio extra vergine di oliva, Sale marino fino iodato, Origano essiccato, Passata di pomodoro, Mozzarella julienne","250gr, 10ml, 5gr, 1gr, 150gr, 75gr","pasta pizza, olio oliva, sale, origano, pomodoro, mozzarella"
704,Pizza margherita con acciughe,"['Piatto da preparare', 'Vegetariano', 'Pizze e panini']","Acciughe in olio di girasole, Origano essiccato, Sale marino fino iodato, Olio extra vergine di oliva, Mozzarella julienne, Passata di pomodoro, Pasta per pizza","1gr, 1gr, 5gr, 10ml, 75gr, 150gr, 250gr","acciughe olio girasole, origano, sale, olio oliva, mozzarella, pomodoro, pasta pizza"
723,Pizza margherita con olive,"['Piatto da preparare', 'Vegetariano', 'Pizze e panini']","Olive taggiasche, Origano essiccato, Sale marino fino iodato, Olio extra vergine di oliva, Mozzarella julienne, Passata di pomodoro, Pasta per pizza","1gr, 1gr, 5gr, 10ml, 75gr, 150gr, 250gr","olive, origano, sale, olio oliva, mozzarella, pomodoro, pasta pizza"
697,Pizza Ortolana,"['Piatto da preparare', 'Vegetariano', 'Pizze e panini']","Zucchine grigliate, Melanzane grigliate, Peperoni cotti al forno senza pelle, Sale marino fino iodato, Olio extra vergine di oliva, Mozzarella julienne, Passata di pomodoro, Pasta per pizza","30gr, 30gr, 30gr, 5gr, 10ml, 75gr, 150gr, 250gr","zucchine grigliate, melanzane grigliate, peperoni, sale, olio oliva, mozzarella, pomodoro, pasta pizza"
713,Pizza rossa fai da te,"['Piatto da preparare', 'Pizze e panini']","Burrata gusto di una volta 2x125g, Cipolla affettata, Aglio a fette, Olive taggiasche, Pomodori ciliegini, Stracchino alta qualità 100g, Stracciatella Artigianale, Melanzane, Peperoni tagliati a filetti, Zucchine a fette, Rucola, Bresaola punta d'anca, Prosciutto crudo di Parma  affettato, Prosciutto cotto affettato, Scaglie di formaggio stagionato, Mozzarella di bufala 125 gr, Mozzarella Accadì senza lattosio 100g, Gorgonzola dop cubetti, Mozzarella julienne, Passata di pomodoro, Pasta per pizza","1unit, 1gr, 1gr, 1gr, 1gr, 1unit, 1gr, 1gr, 1gr, 1gr, 1gr, 1gr, 1gr, 1gr, 1gr, 1unit, 1unit, 1gr, 1gr, 1gr, 250gr","volta, cipolla, aglio, olive, pomodori ciliegini, stracchino alta qualità, stracciatella, melanzane, peperoni tagliati filetti, zucchine, rucola, bresaola, prosciutto crudo, prosciutto cotto, formaggio, mozzarella bufala, mozzarella lattosio, gorgonzola, mozzarella, pomodoro, pasta pizza"
698,"Pizza stracciatella, pomodorini e rucola","['Piatto da preparare', 'Novità e scelti per te', 'Pizze e panini']","Stracciatella Artigianale, Rucola, Pomodori ciliegini lavati, Sale marino fino iodato, Olio extra vergine di oliva, Passata di pomodoro, Pasta per pizza","100gr, 5gr, 60gr, 5gr, 10ml, 150gr, 250gr","stracciatella, rucola, pomodori ciliegini, sale, olio oliva, pomodoro, pasta pizza"
1139,Pizzoccheri valtellinesi,"['Piatto da preparare', 'Vegetariano', 'Primo']","Patate cubettate, Aglio tritato, Mix Casera Dop/Parmigiano 24 mesi, Sale marino  grosso iodato, Granarolo burro italiano 200 g, Verza Italia tagliata e lavata  pronta al consumo, Pizzoccheri valtellinesi igp","50gr, 2gr, 60gr, 5gr, 20gr, 60gr, 100gr","te, aglio, casera dopparmigiano mesi, sale, burro, verza pronta, pizzoccheri valtellinesi"
901,Polenta,"['Piatto da preparare', 'Vegano', 'Vegetariano', 'Secondo', 'Contorno']","Sale marino fino iodato, Polenta precotta","3gr, 40gr","sale, polenta precotta"
893,Polenta e zola,"['Piatto da preparare', 'Vegetariano', 'Secondo']","Sale marino fino iodato, Polenta precotta, Gorgonzola dop cubetti","2gr, 40gr, 80gr","sale, polenta precotta, gorgonzola"
625,Polpette vegetariane,"['Piatto da preparare', 'Vegetariano', 'Secondo']","Aglio, Olio extra vergine di oliva, Sale marino fino iodato, Pane grattugiato, Parmigiano Reggiano, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A, Ricotta vaccina granarolo, Spinaci feschi mondati","1gr, 1ml, 1gr, 1gr, 1gr, 1unit, 1gr, 1gr","aglio, olio oliva, sale, pane, parmigiano reggiano, uova all'aperto ogm, , ricotta, spinaci feschi"
199,Polpettine di carne in umido,"['Carne', 'Piatto da preparare', 'Secondo']","Polpette di carne, Granarolo burro italiano 200 g, Vino bianco, Prezzemolo Italia, Farina di grano tenero ""00""","100gr, 5gr, 10ml, 2gr, 5gr","polpette carne, burro, vino, prezzemolo, farina grano"
1262,Polpettine di ricotta e spinaci,"['Piatto da preparare', 'Vegetariano', 'Secondo']","Spinaci feschi mondati, Gratinatura, Ricotta vaccina granarolo","125gr, 40gr, 125gr","spinaci feschi, gratinatura, ricotta"
1553,Polpettine sfiziose vegetariane,"['Piatto da preparare', 'Vegano', 'Vegetariano', 'Secondo']","Olio extra vergine di oliva, Preparato per hamburger e polpette di legumi al curry","5ml, 170gr","olio oliva, hamburger polpette legumi curry"
1128,Porri al forno,"['Vegano', 'Vegetariano', 'Contorno']","Olio extra vergine di oliva, Sale marino fino iodato, Porro origine italia mondato e lavato","5ml, 1.5gr, 100gr","olio oliva, sale, porro"
469,Prosciutto e melone,"['Schiscetta', 'Novità e scelti per te', 'Secondo', 'Piatti estivi']","Melone tagliato pronto al consumo, Prosciutto crudo di Parma  affettato","150gr, 50gr","melone, prosciutto crudo"
867,Purè di cavolfiori,"['Piatto da preparare', 'Vegetariano', 'Contorno']","Formaggio Grattugiato Fresco, Sale marino fino iodato, Latte Uht parzialmente scremato, Rosette di cavolfiori","5gr, 5gr, 150ml, 150gr","formaggio, sale, latte, cavolfiori"
205,Purè di patate,"['Piatto da preparare', 'Vegetariano', 'Contorno']","Latte Uht parzialmente scremato, Sale marino fino iodato, Patate cubettate small, Granarolo burro italiano 200 g, Formaggio grattugiato fresco","75ml, 3gr, 140gr, 4gr, 5gr","latte, sale, te, burro, formaggio"
626,Ratatouille,"['Piatto da preparare', 'Vegetariano', 'Contorno']","Sale marino fino iodato, Olio extra vergine di oliva, Pomodori ciliegini, Cipolla, Peperoni, Zucchine, Melanzane","1gr, 1ml, 1gr, 1gr, 1gr, 1gr, 1gr","sale, olio oliva, pomodori ciliegini, cipolla, peperoni, zucchine, melanzane"
209,Ravioli freschi al brasato con burro fuso e salvia,"['Carne', 'Piatto da preparare', 'Primo']","Ravioli freschi di brasato, Formaggio grattugiato fresco, Salvia fresca, Granarolo burro italiano 200 g","125gr, 5gr, 2gr, 8gr","ravioli, formaggio, salvia, burro"
898,Ravioli freschi al brasato con sugo al pomodoro,"['Carne', 'Piatto da preparare', 'Primo']","Ravioli freschi di brasato, Passata di pomodoro, Formaggio grattugiato fresco, Basilico Italia, Sale marino fino iodato, Olio extra vergine di oliva, Cipolla tritata, Sale marino  grosso iodato","100gr, 80gr, 5gr, 2gr, 2gr, 5ml, 5gr, 9gr","ravioli, pomodoro, formaggio, basilico, sale, olio oliva, cipolla, sale"
1110,Ravioli freschi di magro al pomodoro,"['Piatto da preparare', 'Vegetariano', 'Primo']","Basilico Italia, Cipolla tritata, Passata di pomodoro, Formaggio grattugiato fresco, Olio extra vergine di oliva, Sale marino fino iodato, Sale marino  grosso iodato, Ravioli freschi ricotta e spinaci","2gr, 5gr, 80gr, 5gr, 5ml, 2gr, 9gr, 100gr","basilico, cipolla, pomodoro, formaggio, olio oliva, sale, sale, ravioli ricotta spinaci"
897,Ravioli freschi (di magro/brasato) in brodo,"['Carne', 'Piatto da preparare', 'Primo']","Ravioli freschi di brasato, Formaggio grattugiato fresco, Dado vegetale fatto da noi","100gr, 5gr, 10gr","ravioli, formaggio, dado vegetale"
1115,Ravioli freschi di magro con burro fuso e salvia,"['Piatto da preparare', 'Vegetariano', 'Primo']","Granarolo burro italiano 200 g, Salvia fresca, Formaggio grattugiato fresco, Ravioli freschi ricotta e spinaci","8gr, 2gr, 5gr, 125gr","burro, salvia, formaggio, ravioli ricotta spinaci"
110,Riso all'inglese,"['Piatto da preparare', 'Vegetariano', 'Primo']","Riso parboiled, Granarolo burro italiano 200 g, Formaggio grattugiato fresco, Sale marino  grosso iodato","90gr, 5gr, 10gr, 9gr","riso parboiled, burro, formaggio, sale"
1027,Risotto ai funghi,"['Piatto da preparare', 'Vegetariano', 'Primo']","Prezzemolo Italia, Vino bianco, Sale marino  grosso iodato, Cipolla tritata, Granarolo burro italiano 200 g, Formaggio grattugiato fresco, Funghi Champignon crema affettati, Dado vegetale fatto da noi, Riso Carnaroli classico Cavalieri d'Italia","1gr, 10ml, 5gr, 5gr, 10gr, 20gr, 40gr, 20gr, 90gr","prezzemolo, vino, sale, cipolla, burro, formaggio, funghi champignon crema affettati, dado vegetale, riso carnaroli"
197,Risotto alla milanese,"['Piatto da preparare', 'Vegetariano', 'Primo']","Dado vegetale fatto da noi, Riso Carnaroli classico Cavalieri d'Italia, Vino bianco, Formaggio grattugiato fresco, Cipolla tritata, Zafferano fili, Granarolo burro italiano 200 g","20gr, 100gr, 1ml, 20gr, 5gr, 0.05unit, 10gr","dado vegetale, riso carnaroli, vino, formaggio, cipolla, zafferano, burro"
1155,Risotto alla parmigiana,"['Piatto da preparare', 'Vegetariano', 'Primo']","Vino bianco, Sale marino  grosso iodato, Cipolla tritata, Granarolo burro italiano 200 g, Formaggio grattugiato fresco, Dado vegetale fatto da noi, Riso Carnaroli classico Cavalieri d'Italia","10ml, 5gr, 5gr, 10gr, 20gr, 20gr, 100gr","vino, sale, cipolla, burro, formaggio, dado vegetale, riso carnaroli"
